text,label
"first admission: we ate a lot of sushi, sitting comfortably at the modest sushi bar with attentive, over competent chefs.  then a waiter with hair to his shoulders (not tied back) ducks behind the sushi bar to get a dish. the 2nd & 3rd times, the waiter, with the unkempt hair - behind the sushi area, essentially ended our meal. tucking his hair behind his ears then grabbing for a plate. gross and unacceptable.",0
"i sound like a snob, but after being in thailand twice and experiencing the glory of thai massage, at about 5 bucks for an hour, i couldn't bear to pay more than that with the possibility of being disappointed. alas, in our great country, no massage is cheap.   for a birthday treat to the wife, i booked us a thai royal hot stone foot massage. o...m...g.... it was glorious. 90 bucks for the both of us, for an hour. i never hear of this place, so i was surprised that they were so busy with clients. we were greeted upon entering by a superbly friendly lady and given the basic run-down of what to expect. i thought ""come on...we've had the real deal. you can't possibly expect us not to know what to expect"". but this is a thai foot massage with flair.   we didn't have to change, but had i known how extensive even their foot massages were going to be, i would have worn far less cumbersome clothing.   in the massage area, we were shown to reclining lounges an dangled our legs off the end. it starts with a warm water foot bath, followed by a coma inducing rub down of the feet and calves. i started snoring. was woken up by the startling feel of very hot stones being rubbed on my feet and calves. although they were hot, it felt so great!  they add in a 5 minute face and scalp massage (my eyes roll to the back of my head for these), followed by a nearly full on body massage and stretch. and this is just the hour long foot massage. the 90 minute or even full thai massage must be wicked comprehensive!  i arose drooling around the mouth, disoriented, with a s**t eating grin on my face. the wife was equally gelatinous. if sheriff joe was around, we might have gotten arrested for ""relaxing too much in public"".   i can't wait for the next one!",1
"we have eaten here a few more times and each time we have been, we have liked this place more. we mostly go for dinner. the masala in the dosa is very bland and not enough. the sambhar could be a tad more spicy. but, overall we like this place. he loved the gobi manchurian that they serve there and the naans were awesome. better than any north indian restaurant naans that we have eaten and mind you this is a south indian restaurant. my vegetarian and vegan friends love this place.",1
"the toppings, set up, etc are creative, but definitely not the best tasting burgers i've ever had.  their fresh donuts with salty caramel sauce was ok, but some were crunchy.  sweet potato fries were decent but more on the limp side.  all in all, won't go kicking and screaming if it came to it but wouldn't suggest the place.",0
this local coffee shop is just a few blocks from where i live. i'm not that hard to please. i simply want good service and fabulous coffee. i get both at this place. love the free wifi. sometimes i go here just to get away and catch up with online stuff/emails. give it try. ~x~,1
"i just don't get the fascination with this place. they don't do a bad burger but they also don't do anything special either and still charge too much for it. i don't think their quality is that much higher over say jack in the box or in n out yet it's $10+ for a basic burger and some fries.  sorry but if you are going to charge premium prices don't make a sub-par burger, if i am paying $7 for a basic cheeseburger don't tell me the only way you will make it is well done.   the fires are good but they aren't anything to write home about either, i do suggest them with the cajun seasoning though as it does add a little something.  the one plus they have going is free peanuts in the shell, not exactly sure how that ties into a burger joint but i still like them.",0
"well i wouldn't really call this place a ""cocktail lounge"" like sayyyy side bar but to me it was more like a very well lit pool hall. even though there was no smoking inside it was hekka smokey in this place. i am guessing this place is 21+ thats why people like it oh and cheap drinks!?!?! i'm not sure but this place kind of reminds me of river city pockets with less pool tables?? if this was like the only option available i'd go if you made me, cuz you cant fool me twice. i'd rather just sit home and drink myself to sleep.",0
"it's been about two years since we went to mbfg in old town. after we were seated and already ordered the saganaki, i realized why we hadn't been in such a long time . . . the place is a d-u-m-p!  the only atmosphere that reminds me that we're in a greek restaurant is the startling cry of ""opa!"" when the flaming whatevers are brought out from the kitchen.    once i got past that, i was able to concentrate on the actual food and drink.  apparently, they are changing the menu and they were out of quite a few of the better known, middle-of-the-road type wines and had only greek varieties available. greek wine? would it taste like ouzo? the water, by the way, does not taste filtered, even with a lemon wedge, it tasted industrial strength.  saganaki, according to my friend and my husband, was divine. the combination platter was huge, enough for three people with dolmades, spanikopita, koftes, tzaziki, and hummus.  mbfg is one of the few restaurants in the area that put lamb in the dolmades.  very delicious! the spanikopita was light, fluffy and perfectly seasoned. the koftes was also very flavorful. i am not a fan of their hummus (too sour), nor their tzaziki (too runny).  their pita was on the hard side and a little too greasy for my taste. hubby had the pastitsia which he enjoyed . . . a nice hint of nutmeg sealed the deal. my girlfriend had the greek salad . . . a big disappointment.  it had all the right veggies, but the dressing tasted like caesar . . . a major faux pas for my girlfriend who is the greek food diva!  i have been to the paradise valley location and the atmosphere is much more spirited and well, it just looks brighter.  the old town location is like eating in a cave.  if you can get past that, you can have an enjoyable meal.  i can't speak to the service since it was a very quiet sunday night and our server was quite attentive . . .",0
"well after seeing ""paul's"" glowing review of a place that hadn't even opened yet, i really feel like panning the place.   i guess i'll refrain and give you my straight up review.  but first a note to ""paul"" your a ass clown douchebag. and noting that ""paul"" has never reviewed any other place clearly ""paul"" is aligned with the owners which is incredibly sad and lame!!!!  here goes:  the interior is absolutely beautiful and a welcome change from it's past occupant (the willow house). my latte was quite tasty but unfortunately also very weak. i was there on the first day of their ""soft opening"" and they had yet to install a wi-fi access point (kinda a major thing for a coffee shop in my opinion). i was told that they will supply free wif-fi with a purchase, but that had yet to be setup.  the art on the walls was from local artists which i totally appreciate. the seating was varied in style and they had a comfy couch. i'd give this place another star if it weren't for the obvious attempt at gaming the yelp system.",0
"i went to eddie's house last night with the bf and two friends for restaurant week and it was a terrible experience. first of all, i had made a reservation for 7:30 more that a week in advanced and we waited until 7:50 to be seated. this was a bad omen, because, as it turns out, the whole night was made up of waiting. our waiter (who did not share his name, unfortunately because i would tell anyone to avoid him at all costs) was terrible. terrible. he came by 4 times before taking our order when we were ready after 5 minutes. each time was a weird excuse. first time he came by i asked for a restaurant week menu, he said 'a restroom menu?' why would i say that, then i ordered a glass of moscato and he's like the xxxx (whatever brand it was) and i looked down and it was the only moscato.... i was like ya... wtf? so i screamed what i wanted and he's like oh.... sorry.... i can't hear. then he said 'oh hey, i'll be back to explain things.' explain what? we're clearly ready! 'oh hey, are you ready to order? well let me go take the order of that big table back there and i'll be back to take yours' (real quote) what? seriously? we waited over 40 minutes to order. what's worse, is that we looked over like where the ef is this guy, and he was chatting at the bar!!! what, were we not wearing the right clothes? were we not hip enough to be served? or was it that we were ordering off the restaurant week menu, are we not ordering enough to get service? come on.   so he finally took our order, and we each ordered all three courses at once, because who knew when he would decide to come back. we got drinks, everyone got beer, except me who ordered the moscato. this was good, but was served in basically a thimble, it was the smallest glass of wine i have ever seen. then we waited... and waited... and waited. we ate the whole basket of bread (which was great, but overshadowed by our terrible service). we got our appetizers, we had at least one of each available (a peach soup, a salmon flat bread, and a fetoush salad). the soup was really weird, not bad, just different. the salad was overpoweringly oniony, but still tasted good, although it was supposed to have toasted pita and had one tiny piece... and supposedly the flat bread was good, but i don't like salmon, so i didn't try it. then the waiter came by and said 'oh we're really busy tonight, that's why it's taking a long time for the food) notice there was no apology or accommodation of any kind. he also asked if we wanted bread with dinner, we said yes, but no bread ever came... weird.   we waited and waited and finally out food came. i ordered the chili chicken, the two boys ordered the meatloaf, and my other friend ordered the shrimp. i thought the chicken had a good flavor, but was really dry. the meatloaf was fantastic! it was really quite delicious, with onion strings, mushroom jus, and mashed potatoes... yum. supposedly the shrimp were really spicy, but again, i didn't try it. we ate everything, so again, the food was good, the service was awful.   so then the waiter comes by (about 10-15 min after we had finished) and says, oh do you still want dessert? um.... yes, we ordered it and it comes with our meal.... he says 'oh, cuz i think we just ran out of the pot de creme, but i'll look' well two people had ordered the pot de creme two hours ago!!!! why weren't they left aside? 'oh we had 200 more people show up tonight that expected' well, we had a reservation, so it is not our fault that you cannot staff your restaurant appropriately or turn away customers when you are too busy to handle new diners. it does not make sense. what kind of greedy restaurant is this that they can't refuse a table when people who told them they came to eat there can't even get anything off the dessert menu. it turned out they had one left, then the other person who ordered it said, oh ok, i'll have the peach crisp then....'oh, well we're out of that too cuz like it's made fresh from peaches and we didn't buy enough for all of the extra people....'   maybe if we had been served in a timely manner instead of over two and a half hours, they wouldn't have run out. oh, and maybe if the jerk who was our server had put aside the desserts for us when we ordered it over two hours before the time when we actually got dessert, that would have been nice too. the desserts were good, the pot de creme was the best, the rest of us got a 'tiramisu' which tasted like cookie dough ice cream.... not exactly what i want in a tiramisu, but fine, i guess.   finally, we get the check (around 200$, so clearly we didn't spend enough money to warrant any service) and we right out how we want the bill split between the two couples, the waiter comes by, and the bf starts saying, oh we wrote down the amounts we want on each card. the snarky jerk waiter says 'oh, you mean follow the directions, ok.' so much attitude! so rude. i wish we left no tip, cuz that's what was deserved. never again.",0
"first - the service was prompt and polite. kudos to the wait staff.  the brunch menu looks amazing. the reality was not.  the promise: corned buffalo hash w/ poached eggs, 4 slices of thick cut bacon, and a biscuit with gravy.  the reality: the corned buffalo hash wasn't a hash at all. a hash would indicate the meat and potatoes are in some way mixed.  about 4oz of the corned ""meat"" - i say ""meat"" because it was so generic it could have been nearly anything - was apparently pulled from the stew pot (still quite soupy) and laid atop 5 halves of fingerling potatoes (yes 5, i'm not sure why the odd number).  even more sad, half of the meat was a lump of fat. not just some connective tissue, an impenetrable squishy blob of fat.   the poached eggs were ok.  the bacon was awesome tasting, although too tough to cut with a fork and requiring some serious chewing to really enjoy.  the biscuit and gravy was fairly good. not traditional as it has a very sweet taste. the biscuit required a knife and fork to get trough the crust, but still not bad tasting.  the aftermath: at a cost of $32 for one plate of less than inspring food - i'll only be back if someone else is dragging me and paying.",0
"i don't know what the other reviewers are talking about, but for a ""fast food"" burger i think five guys rocks!  i went here with my husband, who has been raving out five guys ever since he had it a month ago.  he has been begging me to go, but i don't eat fast food very often, so it wasn't on my priory list.  well, we went here before a suns game last week and i must say, it blew me away.  the burger is, by far, the best fast food burger i've had.  it was made to order and i had all the toppings i love.  i got the ""little"" cheese burger with hot sauce (oh so good) and grilled onions and mushrooms.  we shared regular fries and they too were sooo... good!    so, for what it is, five guys is great!  i know my husband and i will be back when we get a craving for a good, cheap, fatty meal.",1
"we went here last night for my friend`s birthday. first time here for me. i have to say, had a great experience! we had a party of 20 and they were very accommodating with a large group. we were outside, and with the heaters, i didn`t mind, actually was a great evening outside! i had the veggie pizza, was delicious! very generous portions and i ended taking some home. wine list was mostly italian wines and good selections. i`m pretty sure i will be back here!",1
"ok so i had really high hopes for this place and felt pretty let down. i've heard tons of great things about the food, i just didnt have the same warm fuzzy feelings about it. it was nice to have good music but i felt it was too loud. i could hardly hear. i did like the art on the wall but unfortunately it wasnt enough to save itself. i am not a fan of cafeteria style set up. and the service was only ok. it just fell short of my expectations.",0
"pete's fish and chips has a reputation for being legendary in the phoenix valley, so of course i had to try it. and, wow, what a miss.  first of all, they had outdoor seating only, which isn't so bad i guess. oh wait, no, we're in phoenix, doesn't it get to be about 117 degrees f outside in the summer? sounds like a blast.  secondly, they have no tartar sauce or malt vinegar. how on earth do you even run a fish place with no tartar sauce? malt vinegar is a little more uncommon but for pete's (lol) sake even mcdonald's has tartar sauce.  third, the fish itself. speaking of mcdonalds, that is what i am reminded of, this is not batter dipped and fried fillets of fish, this is minced and formed, and covered in a crunchy, crumbly breading, like what you'd find on a mcdonald's fish sandwich.  fourth, they only take cash. what year is it?  the red sauce they give you is ok, but it is more like a shrimp sauce, i'm sure it would be great on that. it definitely does not belong on fish.  their hamburgers though, are quite good and very inexpensive. if you go to petes, get one of those. skip the fish, it's awful. i have no idea how this place became so popular on such awful fish and chips. an englishman would burn this place to the ground.",0
"went to house during restaurant week and in celebration of our 22nd wedding anniversary. the whole visit started out weird when we walked in and weren't greeted. there is no one in the front room, you then have to walk through a ""bar"" room with a ton of empty tables. bartender was busy chatting it up with waitress to say hi. we found the host station only to be ignored by a host who obviously cannot multitask. after standing around awkwardly for about 5 minutes, we were ""greeted"" (stared at until we said something). we requested to sit outside, but given that it was our anniversary, we would appreciate a table not right next to the family with the baby.  we were told ""i'll try, but it won't bite.""  swell.  we were placed at a lovely table (away from the baby as one could get, but it's a small patio...and the parents seem oblivious to the wails) that had misters pointing right at us from the ground. surprised the plants weren't frostbit, as we had to continuously move our legs they were so cold.   our waitress informed us that for restaurant week, the whole table either had to do it, or not, which we found odd since none of the rw offerings, were unique...they were just off the menu. as my husband wanted the mussels app, we decided to go with the regular menu, even though i ate 2 of the three courses from the rw menu and paid extravagantly more than the rw menu.  we ordered two glasses of prosecco (no offer of on the house due to our celebration, but that's okay..even though every other restaurant we've ever eaten at for our anniversary has offered that up) and commenced on our apps. i had the pork belly with dried figs and pistachios. some bites were great, some were lackluster. it didn't have the fatty quality that i adore in pork belly...in fact, some parts were downright dry. and the serving size was huge...it could have been a main course for many.  hubby has osso bucco which he enjoyed. i had a butternut squash ravioli with pesto which was decent, but nothing out of the ordinary at all. we ordered polenta fries with aioli, and when we reminded our waitress, it was obvious she or the kitchen forgot...we waited another 10 plus minutes for the kitchen to make them.  they were outstanding.  desserts were okay....some great ice cream from a local place, and some fig ricotta beignets with three dipping sauces.  the beignets were a bit dry, but the toppings were great.  had to wait forever for our check, and then to get it taken care of. there were many delays between courses and refills of water glass, and waitress smelled of obvious cigarette smoke on her returns. guess we were second-place to her ciggie breaks.   on the way out, there were no thank yous...just another stare from the one thing at a time host....guess he was busy holding the door open for us so he couldn't say anything....",0
"they should rename this place to lame tuesday or douche tuesday.  they serve foo foo slushy drinks that are mediocre at best. the place blasts the most annoying music so loud, that the coffee plantation shakes at night.  i usually get ""want to fight eyes"" from the steroid club that's hanging out on the patio every time i walk by.  i want to reopen this place as ""the home depot"", cause it has the most tools you have seen under one roof.  to add insult to injury they charge a cover on  weekends, like paying 8 bucks for a 24 ounce cup of ice and shit isn't bad enough.    the only redeeming deal they have is $1 for a shot of 151 rum in your cup... of course it isn't bacardi 151, but some grain alcohol off brand.    if you are here spend like $10 on those extra shots, because it will help keep you from slashing your wrists in the bathroom.  another upside to this place is that after a night here, if you vomit on a a really big piece of a paper and leave it out all night, you might be able to slang it at an art gallery as modern art.  ""this place is good... for me to poop on.""",0
"somewhere between and two and a three.  the food is not good.  there is a happy hour and a reverse happy hour.  the price points are good.  $6.00 dollar drinks, $5.00 apps.  problem is, nothing tastes very good.  the presentation is beautiful.  the restaurant is beautiful.  there is even a live band that is pretty good (except everything sounds like dave matthews), its just that the food is made to be non-offensive.  the salad with green goddess dressing, tastes like iceberg with mayonnaise.  the fried calamari is crispy but needs some realy dipping sauce other than the same green goddess type dressing.  the char siu bao is just gross.  the burger is decent and comes with some sweet potato fries.  had some duck cubes that were just cubes of protein that looked like they were dipped in hoisin sauce.  the desserts and tiki drinks fared better.  stick with maitais or hot buttered rum.  all of the drinks are sweet concoctions, but they claim to have invented the mai tai, and the hot buttered rum comes in a fun tiki glass. the desserts however were great.  pineapple upside down cake, snowall (vailla icecream, coconut shavings and chocolate sauce) and bread pudding were all top notch.  took us $60.00 bucks to get out of there for two for happy hour so it still adds up.  hit or miss, better off going to hulas.",0
"great place to go if you want to stand around like sardines in a can, getting your drink spilled all over you.   i would suggest venturing in if only to watch all the drunk chicks pass out in that hanging swing though.",0
"updating my review because i'm totally pissed off! your hamburgers aren't good enough for me to constantly be super pissed off with you guys.  i have come in several times with large parties, small parties, referred people here and i take it all back.   i came in with a friend and we weren't given the table because they were holding it 'just in case' a larger party came in. what? we're your customers and guess what. we are here. now.   are you sure a larger party will come in?  no. are we not worthy of a seat because there aren't 5 us? well, according to stax that's the case.   well f that.   i will gladly go somewhere else and be sure to tell everyone how awful you are. besides, your 'just in case' guests are far more important than the ones currently there ready to pay.   so long stax",0
best happy hour on this side of town. the bartenders are very friendly and service is always prompt. i've never had a bad drink or a bad meal here. i only go in if jennifer is working though! the bar has plenty of tvs too.,1
"it's so hard for a store to balance discount pricing with a designer image.  from the crowds of people who shop there, ""msc"" must be doing something right.  however, it just never seems to work for me, as hard as i've tried.    msc has a huge inventory, with most of it true designer names, and a fair amount those uber exclusive names like chanel, etc.  there have probably been a few hundred designer bags to choose from when i've been in.  the shoe selection hasn't been quite as big.  the store decor makes you feel welcome and happy, and the staff has always been friendly and helpful.  whenever i first walk in, i'm always impressed, and get really excited about what what i might buy.  here's where it turns into a negative experience for me:  first, parking is nothing short of a holy hell nightmare.  then the sheer volume of things to look at is overwhelming.  i begin to feel exhausted after the first 10 minutes.  msc isn't the place to go to look for something specific; say, a fitted blazer.  i find myself carefully investigating probably 1,000 pieces of clothing to ferret out said blazers.  when i fall upon something i like, my brain-on-overload inevitably (unfairly?) finds some flaw to talk me out of it.  ""$35 is too much for a used leather le sac bag with a sticky zipper"".  ""$36 is too much for a used and somewhat worn looking nordstrom brand blazer.  it's not even a designer name"".  ""what?  $15 for a used t-shirt?""  you get the idea.  i always come in excited and leave disappointed and needing a cocktail.  consigning at msc was a bit of a disappointment, too; though i totally understand that the free market dictates what they can sell my things for.  i do way better selling on ebay, but admit msc is more convenient.  bottom line, i guess i need more from a store when i shop for designer apparel.  even used designer apparel.",0
"sadly z pizza is currently the best slice in downtown. it's ""just fine"" pizza and they have reasonably priced daily slice specials.  take note: this place gets some serious lines during the weekday lunch periods (proof enough these are the best slices in the vicinity).",0
"break out the antiacids - well worth the splurge of calories and disaster it will wreck on your tummy and diet. i don't think you can make a bad choice off the menu - they have mac and cheese on a hot dog for pete's sake! the bun - ah yes, the bun, smothered in butter then grilled. (vegan's faint!) the perfect hang over food - sits on asu campus off forest mall on the western side of hayden library. even dr. crow loves it, so the rumor goes. you will definitely want a nap, tums or lettuce after this, but it's sooooo worth it.",1
"love this place so much!  i looked at a purse here for a year...it was out of my price range.... then won a gift certificate and decided to buy that purse!  i get so many compliments on it!  i've also bought a super slinky 'liquid gold' wallet... some earrings... some cards... some trinkets........  yes, i love this place!",1
"i came here with high hopes-perhaps i'd found my next dive bar. but there's something about this place that didn't quite gel with me, and i can't put my finger on it. the drinks are cheap, and they serve a righteously cold beer. but i guess it's the big, vast feel of the place with the off-putting fluorescent lighting. it gives the place a very bowling alley feel. i don't see this as a place where you and your crew would want to hang for very long. however, if you've been out drinking all night, are short on cash and just need to knock back another one or two before calling it a night while sitting in shameful silence already starting to regret how awful you're going to feel in the morning, this place would be perfect.",0
"i've been going here since the week it opened. the food is better than average, somewhere halfway between authentic mexican and americanized.  i love the salsa selections and the chips are good. the food is nothing spectacular but i will go here on occasion just to get decent mexican food.  try it, you might like it... many people do.",1
"when i lived in arizona, i always traveled to their north phoenix location.  recently i was in tempe and realized they opened one there.  the food was just as good and i was so happy to have my favorite torta the nortena steak torta! i can't wait to visit again when i'm in town.",1
"authentic, delicious.  if you like spicy chinese food this is the place for you!  there are dishes that are not spicy also, but szechaun cuisine is all about the heat!  this region specializes in spicy food.  if you don't like spicy, or can't handle it, i understand but you're missing out.  definitely coming back here.",1
"thursday karaoke for all!?? with a great selection!!??? i can't believe i was living more than a year across and never entered this place before!  yes, this is a cool place for a dive bar...ha! forget about posh and fake places. you can scream or delight ppl with your voice, no one is judging. friendly service and if they could take a bit more care on the smell coming from the restrooms.",1
"it's been a year since i was here? it's really been that long? sadly, i'm keeping my rating the same. a whole year & it's still not vibing with me well.  ended up here on a wednesday around 11pm.  we couldn't order food. nothing. zip. nada. the kitchen was closed. it's only 11 & we came over here because the vigs have great late night food. lame the bar had people at it so we cozied up by the fire. romantic. the server was really nice. the music mix was great. music is a big deal for me. the drinks were watered down. bad bad bad! why would a bartender serve cocktails in a pint glass & water them down?! yuck!  both times i've been here they can't get the drinks right. i might never go back for drinks.",0
another a-ok experience at the willow stream spa! a last minute memorial day treat with mani's and pool-time at the willow stream spa that resulted in a nicely relaxation saturday afternoon! the staff was accommodating as usual and the prickly pear lemonade was just exactly what i needed in the rising temperatures. as i sat there enjoying life on the rooftop pool i wondered how hard it would be to put one on my roof. maybe i just need to keep saving for consistent willow stream spa days instead.,1
"i ordered their lunch specialty, prime rib sandwich.  a roast beef sandwich from subway probably has about the same amount of flavor as this thing did.  all i could do to try and awaken my taste buds was lather on some horseradish and au jus...  maybe i picked the wrong item, but when i order a 15$ sandwich i expect quite a bit above average, and this sandwich was average at best.",0
"a wonderful downtown restaurant. although pretty small inside, the food has giant taste! the parking can be a bitch on sunday morning but if you love close it's right off the light rail. they have this delicious salad, i believe it's called a mediterranean or something of that nature. they also have a remarkable grill cheese with brie cheese and scrumptious apple wood bacon. yum! and to top that off they have 3 dollar mimosas. and on occasion you might catch news channel 3's ross shimabuku there.........shhhhh",1
"i just started ""running"" about a year ago.  when i say ""running"" that means i'm working my way up to a 5k from being a fat ass.  anyway, after a few months of running in old shoes my wife talked me into going here and getting ""real"" running shoes and not just whatever sneakers were on sale at the mall.  i was afraid i would be talked into a $200 pair by some salesperson who would make me think they would enable me to run for forever without getting tired.  however, this was not the case at all.  our guy there, brandon, analyzed my running on their treadmill thing and recommended some very reasonable kicks.  they were like $50 or something.  they lasted for like a year and i just went back to see brandon last weekend to get something new.  again he recommended a very good pair that i love so far.  they were pretty inexpensive as well.   right when you walk in the door you will probably be greeted by an overly friendly associate like the moment you step out of your car at a car dealership.  he/she will then try to answer your questions or give you to an employee that works in the particular department of the gear you are looking to purchase.  however, if you are just browsing somebody will probably come up to you every 2 minutes to ask if you need any assistance.  anyway, aside from that, it is a pretty good shopping experience.  it also looks like they have some pretty sweet deals and sales if you are part of their ""club"".  a member of my family is so i use his discount which is usually pretty substantial so if you are a mildly serious runner then i would spring the few bucks to become a member.  their selection of running stuffs seems to be pretty large and comprehensive.  i can't think of anything else i would ever need to run.  looks like there is some pretty advanced stuff there but i doubt i'll ever get to the point of actually needing it.  i plan to return every few months for a new pair and whatever other gear i think i need to run like the wind.",1
"i'm pissed. how can you just stop making grilled cheese? its bread and cheese. how? you have bread, and you have cheese, but you cannot make a grilled cheese?  also, why does it have to be 400 degrees? i know you have a.c. this is az in the summer. it's hot. turn it on.  i don't have a really good basis to draw this conclusion because i rarely order this drink, but your dirty vodka martini is quite possibly the worst i have ever tasted. i had to eat a cheese stick with each bite just to stomach it.  your tater tots were good and my blue moon was reasonably priced. at least you have that going for you.",0
"a few months ago, i was fortunate to be in the valley of the sun for a visit.   i live in this cold place up north now. i am cold and i complain about the temperature and the food.  la barquita is the food that most represents what i miss the most in arizona. warm, unpretentious, inexpensive, honest and good.  in september i noticed that they painted the walls and got new linoleum and i thought back a few years before and remember lupe dreaming about new linoleum, since the floor was stained by the previous owner. the new linoleum is a victory for all who love really good food.  oh? and rosita's? someone i read actually wrote a review saying rosita's was better? are you high honey? rosita's is a 3* uses store bought tortillas and microwaved a few of my taco plates too many. they have a big empty bar with a couple of coyote looking guys and one of my friends likes the shrimp tacos so i went there a few times but the microwave thing and the atmosphere are a bit rough. la barquita is a much better restaurant if you have taste buds or some understanding.  where else in town can you get huevos divorciados or birria or gordonoz fritz? this is the place.  i want a la barquita  red chili pork plate! i can't get it here -they always make it with beef and only a few places i have discovered actually make tortillas from scratch, all of them a cold train ride away.",1
"they burned the espresso beans in my cappuccino. it's a coffee shop right? they should make good coffee and espresso drinks. if you can't do a cappuccino right you have no business being in the coffee business. in addition, it took forever to get my bagel and cream cheese(over 15min). a wednesday at 10am is hardly an overly busy time. am i wrong to expect prompt efficient and quality service from a coffee house. i had three sips of the cappuccino and pitched it. the bagel was fine, but its not as though they are baking them in the back. save your money and go to lux or even starbucks for that matter.",0
"they have all the new big titles, and they have a cine capri which is great when its showing the movie you want to see (its an extra large movie screen).  the place is clean and the seats are comfortable.  they dont have a 3d screen here or imax, but its a good theater.",1
"whenever i get a craving for some distant memory of a food, and that craving won't go away.... i start whining.  so it was yesterday.  i had been sitting all day with my cravings for real hawaiian food for what seemed like weeks. i decided to commiserate with a friend who had grown up in hawaii.  i thought it might make it better.  it was worse.  i started off telling her how i sure could use a big bowl of saiman for lunch, and didn't laulau and kalua pig sound good? pretty soon we were both drooling for lomi lomi salmon and manapua.  i was ready to run all the way across town to mesa.  ""oh, my friend exclaimed, why don't you go to l & l?""  i thought she was kidding.  sure, i'll grab a flight to hawaii this afternoon....   ""no, there is one at happy valley and i-17, across from the lowes.""  needles to say, i spent the rest of the day planning my route home.  i would have to go about 10 miles out of my way, but there wouldn't be traffic.....  l & l doesn't have haoli hawaiian food, they have real hawaiian food.  i walked in to hear the woman ahead of me order a loco moco plate lunch.  there was a big poster advertising that laulau has only 1 carb, and a paper plate hanging on the service pass through proclaiming ""linguica special"" in blue magic marker.  this place has it all.  they have saiman (a hawaiian version of ramen but the noodles and garnishes are more fun), musubi (even with spam), manapua (steamed or fried pork roll), haupia (thick coconut cream desert), poi (pounded taro root), poke (raw tuna seaweed salad), lomi lomi salmon (chopped raw salmon rubbed with chili and onion served with chopped tomatoes), bbq short ribs, and all other sorts of hawaiian favorites.  i had a plate lunch.  a traditional plate lunch has a scoop or 2 of rice made with an ice cream scoop, a scoop of macaroni salad made with lots of mayo and maui onion, and one or 2 main dish items.  mine were laulau and kalua pig.  laulau is pork, butterfish and ti leaves with hawaiian salt, wrapped up in taro leaves and steamed til it can almost melt in your mouth. kalua pig has to be simulated because the traditional cooking method used to achieve the smokey flavor cannot be approved by the usda.  traditional method is a rock lined pit.  the pit is then lined with leaves and the meat (a whole pig) is lowered in then covered with more leaves.  it is then covered to keep the heat in.  i have no idea how they do it, but there is probably smoke flavoring, hawaiian salt, and a large amount of ti leaves involved.  the kalua pig is delicious.  i loved every morsel, and today i have a little leftover vacation to the islands waiting for me at lunch time.",1
